Datum;Tijd;Parameter;Locatie;Meting;Verwachting;Astronomisch getijden;Eenheid;Bemonsteringshoogte;Referentievlak;
9-5-2017;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;80;;;cm;-999999999;NAP;
9-5-2017;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;78;;;cm;-999999999;NAP;
9-5-2017;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;77;;;cm;-999999999;NAP;
9-5-2017;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;75;;;cm;-999999999;NAP;
9-5-2017;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;75;;;cm;-999999999;NAP;
9-5-2017;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;73;;;cm;-999999999;NAP;
9-5-2017;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;70;;;cm;-999999999;NAP;
9-5-2017;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;67;;;cm;-999999999;NAP;
9-5-2017;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;64;;;cm;-999999999;NAP;
9-5-2017;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;60;;;cm;-999999999;NAP;
9-5-2017;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;55;;;cm;-999999999;NAP;
9-5-2017;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;50;;;cm;-999999999;NAP;
9-5-2017;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;46;;;cm;-999999999;NAP;
9-5-2017;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;42;;;cm;-999999999;NAP;
9-5-2017;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;38;;;cm;-999999999;NAP;
9-5-2017;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;37;;;cm;-999999999;NAP;
9-5-2017;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;35;;;cm;-999999999;NAP;
9-5-2017;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;34;;;cm;-999999999;NAP;
9-5-2017;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;32;;;cm;-999999999;NAP;
9-5-2017;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;30;;;cm;-999999999;NAP;
9-5-2017;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;29;;;cm;-999999999;NAP;
9-5-2017;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;27;;;cm;-999999999;NAP;
9-5-2017;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;24;;;cm;-999999999;NAP;
9-5-2017;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;22;;;cm;-999999999;NAP;
9-5-2017;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;21;;;cm;-999999999;NAP;
9-5-2017;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;18;;;cm;-999999999;NAP;
9-5-2017;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;17;;;cm;-999999999;NAP;
9-5-2017;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;15;;;cm;-999999999;NAP;
9-5-2017;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;12;;;cm;-999999999;NAP;
9-5-2017;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;13;;;cm;-999999999;NAP;
9-5-2017;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;12;;;cm;-999999999;NAP;
9-5-2017;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
9-5-2017;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
9-5-2017;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;9;;;cm;-999999999;NAP;
9-5-2017;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;9;;;cm;-999999999;NAP;
9-5-2017;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;8;;;cm;-999999999;NAP;
9-5-2017;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;8;;;cm;-999999999;NAP;
9-5-2017;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
9-5-2017;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
9-5-2017;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;8;;;cm;-999999999;NAP;
9-5-2017;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
9-5-2017;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
9-5-2017;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
9-5-2017;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;8;;;cm;-999999999;NAP;
9-5-2017;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
9-5-2017;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
9-5-2017;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;9;;;cm;-999999999;NAP;
9-5-2017;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
9-5-2017;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;13;;;cm;-999999999;NAP;
9-5-2017;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;17;;;cm;-999999999;NAP;
9-5-2017;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;21;;;cm;-999999999;NAP;
9-5-2017;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;28;;;cm;-999999999;NAP;
9-5-2017;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;35;;;cm;-999999999;NAP;
9-5-2017;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;45;;;cm;-999999999;NAP;
9-5-2017;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;54;;;cm;-999999999;NAP;
9-5-2017;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;64;;;cm;-999999999;NAP;
9-5-2017;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;71;;;cm;-999999999;NAP;
9-5-2017;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;79;;;cm;-999999999;NAP;
9-5-2017;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;83;;;cm;-999999999;NAP;
9-5-2017;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;85;;;cm;-999999999;NAP;
9-5-2017;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;85;;;cm;-999999999;NAP;
9-5-2017;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;85;;;cm;-999999999;NAP;
9-5-2017;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;84;;;cm;-999999999;NAP;
9-5-2017;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;83;;;cm;-999999999;NAP;
9-5-2017;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;81;;;cm;-999999999;NAP;
9-5-2017;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;81;;;cm;-999999999;NAP;
9-5-2017;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;80;;;cm;-999999999;NAP;
9-5-2017;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;80;;;cm;-999999999;NAP;
9-5-2017;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;79;;;cm;-999999999;NAP;
9-5-2017;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;77;;;cm;-999999999;NAP;
9-5-2017;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;77;;;cm;-999999999;NAP;
9-5-2017;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;74;;;cm;-999999999;NAP;
9-5-2017;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;72;;;cm;-999999999;NAP;
9-5-2017;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;69;;;cm;-999999999;NAP;
9-5-2017;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;67;;;cm;-999999999;NAP;
9-5-2017;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;63;;;cm;-999999999;NAP;
9-5-2017;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;59;;;cm;-999999999;NAP;
9-5-2017;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;54;;;cm;-999999999;NAP;
9-5-2017;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;50;;;cm;-999999999;NAP;
9-5-2017;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;45;;;cm;-999999999;NAP;
9-5-2017;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;40;;;cm;-999999999;NAP;
9-5-2017;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;36;;;cm;-999999999;NAP;
9-5-2017;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;33;;;cm;-999999999;NAP;
9-5-2017;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;31;;;cm;-999999999;NAP;
9-5-2017;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;29;;;cm;-999999999;NAP;
9-5-2017;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;28;;;cm;-999999999;NAP;
9-5-2017;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;27;;;cm;-999999999;NAP;
9-5-2017;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;25;;;cm;-999999999;NAP;
9-5-2017;21:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;24;;;cm;-999999999;NAP;
9-5-2017;21:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;22;;;cm;-999999999;NAP;
9-5-2017;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;19;;;cm;-999999999;NAP;
9-5-2017;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;19;;;cm;-999999999;NAP;
9-5-2017;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;17;;;cm;-999999999;NAP;
9-5-2017;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;16;;;cm;-999999999;NAP;
9-5-2017;22:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;14;;;cm;-999999999;NAP;
9-5-2017;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;14;;;cm;-999999999;NAP;
9-5-2017;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;13;;;cm;-999999999;NAP;
9-5-2017;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;12;;;cm;-999999999;NAP;
9-5-2017;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;12;;;cm;-999999999;NAP;
9-5-2017;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;12;;;cm;-999999999;NAP;
9-5-2017;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;12;;;cm;-999999999;NAP;
9-5-2017;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;12;;;cm;-999999999;NAP;
9-5-2017;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
9-5-2017;23:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;00:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;00:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;9;;;cm;-999999999;NAP;
10-5-2017;00:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;8;;;cm;-999999999;NAP;
10-5-2017;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;8;;;cm;-999999999;NAP;
10-5-2017;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;8;;;cm;-999999999;NAP;
10-5-2017;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
10-5-2017;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;6;;;cm;-999999999;NAP;
10-5-2017;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;6;;;cm;-999999999;NAP;
10-5-2017;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;6;;;cm;-999999999;NAP;
10-5-2017;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;5;;;cm;-999999999;NAP;
10-5-2017;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;5;;;cm;-999999999;NAP;
10-5-2017;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;6;;;cm;-999999999;NAP;
10-5-2017;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;5;;;cm;-999999999;NAP;
10-5-2017;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;6;;;cm;-999999999;NAP;
10-5-2017;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;5;;;cm;-999999999;NAP;
10-5-2017;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
10-5-2017;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;7;;;cm;-999999999;NAP;
10-5-2017;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;9;;;cm;-999999999;NAP;
10-5-2017;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
10-5-2017;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;13;;;cm;-999999999;NAP;
10-5-2017;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;16;;;cm;-999999999;NAP;
10-5-2017;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;22;;;cm;-999999999;NAP;
10-5-2017;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;30;;;cm;-999999999;NAP;
10-5-2017;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;38;;;cm;-999999999;NAP;
10-5-2017;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;49;;;cm;-999999999;NAP;
10-5-2017;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;58;;;cm;-999999999;NAP;
10-5-2017;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;67;;;cm;-999999999;NAP;
10-5-2017;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;74;;;cm;-999999999;NAP;
10-5-2017;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;78;;;cm;-999999999;NAP;
10-5-2017;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;80;;;cm;-999999999;NAP;
10-5-2017;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;80;;;cm;-999999999;NAP;
10-5-2017;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;80;;;cm;-999999999;NAP;
10-5-2017;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;78;;;cm;-999999999;NAP;
10-5-2017;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;75;;;cm;-999999999;NAP;
10-5-2017;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;75;;;cm;-999999999;NAP;
10-5-2017;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;73;;;cm;-999999999;NAP;
10-5-2017;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;73;;;cm;-999999999;NAP;
10-5-2017;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;72;;;cm;-999999999;NAP;
10-5-2017;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;71;;;cm;-999999999;NAP;
10-5-2017;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;70;;;cm;-999999999;NAP;
10-5-2017;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;69;;;cm;-999999999;NAP;
10-5-2017;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;67;;;cm;-999999999;NAP;
10-5-2017;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;64;;;cm;-999999999;NAP;
10-5-2017;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;61;;;cm;-999999999;NAP;
10-5-2017;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;57;;;cm;-999999999;NAP;
10-5-2017;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;52;;;cm;-999999999;NAP;
10-5-2017;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;49;;;cm;-999999999;NAP;
10-5-2017;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;43;;;cm;-999999999;NAP;
10-5-2017;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;38;;;cm;-999999999;NAP;
10-5-2017;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;34;;;cm;-999999999;NAP;
10-5-2017;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;30;;;cm;-999999999;NAP;
10-5-2017;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;28;;;cm;-999999999;NAP;
10-5-2017;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;26;;;cm;-999999999;NAP;
10-5-2017;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;25;;;cm;-999999999;NAP;
10-5-2017;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;24;;;cm;-999999999;NAP;
10-5-2017;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;20;;;cm;-999999999;NAP;
10-5-2017;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;19;;;cm;-999999999;NAP;
10-5-2017;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;17;;;cm;-999999999;NAP;
10-5-2017;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;15;;;cm;-999999999;NAP;
10-5-2017;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;14;;;cm;-999999999;NAP;
10-5-2017;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;13;;;cm;-999999999;NAP;
10-5-2017;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
10-5-2017;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;11;;;cm;-999999999;NAP;
10-5-2017;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;9;;;cm;-999999999;NAP;
10-5-2017;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
10-5-2017;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Dordrecht;10;;;cm;-999999999;NAP;
